Experiment_ID,Month_Year,Date,Lab_ID,Material_Type,Power_Consumption_W,Temperature_K,Levitation_Altitude_m,Success_Rate_Percent
EXP-1295,2021-02,2021-02-05,Lab-Delta,Graphene-YBCO,1590.053808497315,76.17973552013063,10.27447076143644,82.99506372317848
EXP-0093,2021-02,2021-02-05,Lab-Gamma,Gold-Coated Aerogel,1918.5295705938738,59.449368917585225,4.550737263463774,79.77331464549451
EXP-0305,2021-02,2021-02-06,Lab-Beta,Carbon Nanotubes,998.6543626997968,58.41900828959104,6.418318214697141,82.22801478592544
EXP-0348,2021-02,2021-02-07,Lab-Alpha,Quantum Flex,234.80292476964678,58.308360598931024,0.0,75.0453184240882
EXP-2365,2021-02,2021-02-07,Lab-Gamma,Graphene-YBCO,1076.4550310413629,68.48453231486313,5.227674029630171,71.1617135627607
EXP-0933,2021-02,2021-02-08,Lab-Beta,Gold-Coated Aerogel,765.1425999050804,67.82467345180373,0.5517096650624642,74.5177406611391
EXP-1710,2021-02,2021-02-09,Lab-Epsilon,Bismuth-Strontium,1416.62604126902,71.27864615216616,7.294059293187083,86.09483715330873
EXP-0152,2021-02,2021-02-10,Lab-Delta,Carbon Nanotubes,1235.9424651653528,51.49205034312045,8.105042019647774,91.84388646150634
EXP-0476,2021-02,2021-02-11,Lab-Epsilon,Bismuth-Strontium,1686.915893569107,64.13853450618384,9.018623109932445,90.58814494092515
EXP-2310,2021-02,2021-02-13,Lab-Epsilon,Graphene-YBCO,960.3610327163888,52.2694366141474,7.676012475088849,94.82565000733717
EXP-0671,2021-02,2021-02-16,Lab-Delta,Gold-Coated Aerogel,527.84944323187,45.83944875838756,0.26510558680243346,80.18689063436153
EXP-1849,2021-02,2021-02-17,Lab-Epsilon,Bismuth-Strontium,1222.010833808586,82.57222493159648,6.884389803635667,77.42440822376686
EXP-2076,2021-02,2021-02-17,Lab-Beta,Graphene-YBCO,364.17190513207504,82.43448414221902,0.27697870131504226,63.309121915246706
EXP-0662,2021-02,2021-02-21,Lab-Gamma,Carbon Nanotubes,608.5685329308044,90.43607105408287,2.890328395854076,63.000493528129155
EXP-1453,2021-02,2021-02-21,Lab-Alpha,Carbon Nanotubes,1381.4491839988368,60.856984913078556,7.5386574816894365,89.39897496594892
EXP-1945,2021-02,2021-02-22,Lab-Gamma,Quantum Flex,1766.3665429823436,87.80485179388927,15.425572843571253,90.7522153136303
EXP-0136,2021-02,2021-02-22,Lab-Delta,Quantum Flex,688.985671146818,77.70772676958354,4.894315045036127,75.57463664053438
EXP-1332,2021-02,2021-02-23,Lab-Alpha,Graphene-YBCO,1055.501462828955,84.49473830040753,5.769875681276957,75.4755929969012
EXP-2379,2021-02,2021-02-23,Lab-Epsilon,Graphene-YBCO,1677.2206752334187,50.02883034031852,12.681559158749334,100.0
EXP-1426,2021-02,2021-02-23,Lab-Alpha,Quantum Flex,1103.7719871295676,24.159817578025788,9.93063475947821,100.0
EXP-2034,2021-02,2021-02-25,Lab-Alpha,Bismuth-Strontium,1872.370249203466,77.28335083283238,11.287299613838979,93.08709375379141
EXP-1303,2021-02,2021-02-25,Lab-Alpha,Gold-Coated Aerogel,715.191293278235,73.51753370540318,1.2603396310809045,80.2004367129857
EXP-1159,2021-02,2021-02-28,Lab-Epsilon,Bismuth-Strontium,1458.3116371614524,59.170201183366906,10.22255125723721,96.85912397799135
EXP-2044,2021-03,2021-03-01,Lab-Delta,Quantum Flex,1424.307739606067,62.10755045549755,12.110061876298378,89.80888079195064
EXP-2281,2021-03,2021-03-03,Lab-Delta,Quantum Flex,788.1520503314947,54.59240562472146,4.473065531484736,84.65499329745674
EXP-1505,2021-03,2021-03-04,Lab-Gamma,Carbon Nanotubes,1819.6681263117614,18.61306970749522,15.669351419394811,100.0
EXP-2183,2021-03,2021-03-05,Lab-Beta,Gold-Coated Aerogel,1611.690331698357,71.62590199972291,5.932062031696084,75.4633295494263
EXP-1888,2021-03,2021-03-07,Lab-Alpha,Quantum Flex,1632.7478062751427,95.53727079182384,11.844236637690802,81.61375246571988
EXP-0596,2021-03,2021-03-07,Lab-Delta,Quantum Flex,1132.5432525406907,87.44954332410543,9.966878112713987,82.9363422222733
EXP-1497,2021-03,2021-03-10,Lab-Gamma,Bismuth-Strontium,767.1985619187727,77.0839582183926,5.232412299121409,70.88061219406528
EXP-1002,2021-03,2021-03-10,Lab-Delta,Bismuth-Strontium,1523.955126789549,57.57706786466007,10.030686187569627,90.92806240660938
EXP-0990,2021-03,2021-03-10,Lab-Beta,Graphene-YBCO,1898.5566551263416,58.455163357452,14.495916943528654,100.0
EXP-0969,2021-03,2021-03-13,Lab-Delta,Carbon Nanotubes,794.1454500093147,92.1434019761692,3.14951913254328,69.28160808565158
EXP-0400,2021-03,2021-03-13,Lab-Alpha,Quantum Flex,1569.1140384683467,71.12872862149524,12.59785279604295,90.47505784485723
EXP-0614,2021-03,2021-03-17,Lab-Alpha,Carbon Nanotubes,1504.676134770385,64.96757561457486,11.973217325779782,100.0
EXP-1640,2021-03,2021-03-17,Lab-Beta,Quantum Flex,1019.9134342246391,64.34304094333646,7.105884392409175,86.78361242597636
EXP-0247,2021-03,2021-03-17,Lab-Beta,Niobium-Titanium,1066.9380727686912,83.22286856468152,5.671714927420037,70.88888112136955
EXP-1546,2021-03,2021-03-18,Lab-Delta,Gold-Coated Aerogel,958.0860438778388,55.50734502991985,2.0922239248552175,84.74554696124656
EXP-0513,2021-03,2021-03-19,Lab-Delta,Gold-Coated Aerogel,838.2776746021366,75.51830915737774,1.1908778708404646,65.72284145844982
EXP-2354,2021-03,2021-03-20,Lab-Beta,Quantum Flex,1092.9929308944515,88.37254088054362,8.421220898106107,73.44576418731303
EXP-0713,2021-03,2021-03-20,Lab-Alpha,Niobium-Titanium,1661.7398299062024,64.0446754199669,10.998229791469571,97.44122161596741
EXP-0792,2021-03,2021-03-20,Lab-Beta,Carbon Nanotubes,1336.1849785934626,92.21360296128395,5.567081561135109,72.63565764304461
EXP-1003,2021-03,2021-03-22,Lab-Delta,Niobium-Titanium,1763.6764114396492,59.215687317171025,10.204361501415347,87.23003462292615
EXP-2069,2021-03,2021-03-23,Lab-Beta,Niobium-Titanium,1907.9108530501453,62.50063343551143,15.075368184902324,100.0
EXP-0958,2021-03,2021-03-24,Lab-Epsilon,Gold-Coated Aerogel,916.5634932247139,84.77099910729515,0.0,70.06707570572718
EXP-0904,2021-03,2021-03-25,Lab-Alpha,Carbon Nanotubes,1838.739917842337,71.72388626543382,11.12949957296513,91.54391414443887
EXP-1567,2021-03,2021-03-27,Lab-Epsilon,Gold-Coated Aerogel,1141.160659122232,42.803202167796385,4.4410203902848,90.82826574203544
EXP-0591,2021-03,2021-03-28,Lab-Delta,Quantum Flex,1246.0464279142698,55.88958208116648,9.737198551532552,86.61592012679458
EXP-0337,2021-03,2021-03-28,Lab-Gamma,Quantum Flex,1567.5995029027395,75.50971251976716,14.829867283611101,90.46687142559276
EXP-0412,2021-03,2021-03-28,Lab-Epsilon,Carbon Nanotubes,1038.610776002798,56.042217520324485,7.388083607485662,83.42495755741999
EXP-1992,2021-03,2021-03-29,Lab-Alpha,Graphene-YBCO,961.1853838295979,50.50973840904377,6.7046796312105315,91.59847007532863
EXP-1673,2021-03,2021-03-30,Lab-Beta,Carbon Nanotubes,808.5277074362589,66.04977889565009,4.481188988978362,92.01660563750802
EXP-2207,2021-03,2021-03-30,Lab-Delta,Quantum Flex,506.35172419506466,73.86335787784698,0.26980654456814923,69.65607155856448
EXP-0717,2021-03,2021-03-30,Lab-Epsilon,Graphene-YBCO,1154.3935539001677,78.89299274114674,8.909921191924708,83.66154142647082
EXP-0810,2021-03,2021-03-31,Lab-Beta,Bismuth-Strontium,1288.2739780519364,104.94396706932221,7.345299558273419,68.66493645471678
EXP-0102,2021-03,2021-03-31,Lab-Gamma,Graphene-YBCO,1221.110206519129,90.82788649165322,10.830486314033912,72.54377013544001
EXP-0680,2021-04,2021-04-01,Lab-Alpha,Niobium-Titanium,982.610896468186,75.33331278003966,5.853615216589823,84.83109041963291
EXP-0951,2021-04,2021-04-01,Lab-Gamma,Carbon Nanotubes,984.4660615903981,60.50013576943477,5.061001858597299,87.46446839667522
EXP-2126,2021-04,2021-04-03,Lab-Epsilon,Bismuth-Strontium,1656.9910578971087,69.91629553349804,11.662706759045276,94.7904401106967
EXP-2303,2021-04,2021-04-03,Lab-Delta,Quantum Flex,576.7206280999198,43.985531857950036,5.670838642791318,92.989744477558
EXP-0389,2021-04,2021-04-04,Lab-Epsilon,Graphene-YBCO,721.8732807237654,65.01262459270148,3.8526833310029205,78.33269380945472
EXP-2441,2021-04,2021-04-04,Lab-Delta,Carbon Nanotubes,1890.2106316035938,54.636677061357055,14.610274317264892,100.0
EXP-0033,2021-04,2021-04-04,Lab-Delta,Carbon Nanotubes,1254.0287519447177,77.65528968792832,7.285929992063222,88.47901944730157
EXP-2117,2021-04,2021-04-04,Lab-Alpha,Bismuth-Strontium,1025.7502975043549,56.345843925523724,4.236844568467105,83.21501663020774
EXP-0891,2021-04,2021-04-05,Lab-Epsilon,Gold-Coated Aerogel,1297.2606858492968,81.96201539811736,5.963683549420474,72.64449774388054
EXP-0299,2021-04,2021-04-08,Lab-Beta,Carbon Nanotubes,1020.0873584292223,53.66506770691671,7.117119088993473,100.0
EXP-1776,2021-04,2021-04-10,Lab-Alpha,Bismuth-Strontium,909.8893567560201,76.30711992602774,4.255723321030071,70.3460909047303
EXP-2075,2021-04,2021-04-11,Lab-Delta,Carbon Nanotubes,823.4101790377802,56.90147783735526,3.536867149638745,89.86263413475075
EXP-0011,2021-04,2021-04-11,Lab-Delta,Quantum Flex,901.0487085014831,70.69659591912941,8.048134997304489,89.22034974986437
EXP-1199,2021-04,2021-04-12,Lab-Alpha,Carbon Nanotubes,1117.6041135048786,78.46281726397582,7.46676185307491,81.04710173963512
EXP-1571,2021-04,2021-04-13,Lab-Alpha,Bismuth-Strontium,1102.440734620686,59.924737437255004,4.204005445341815,80.84709949544417
EXP-0391,2021-04,2021-04-14,Lab-Delta,Niobium-Titanium,1487.969802709243,68.27243810842975,5.959343383426256,75.10491690361397
EXP-0490,2021-04,2021-04-15,Lab-Gamma,Gold-Coated Aerogel,1060.021666194064,71.36887670204504,4.361564882150793,75.33990732218244
EXP-1598,2021-04,2021-04-15,Lab-Delta,Gold-Coated Aerogel,1236.3978504598263,97.25043888259056,3.5452401613389943,68.99813748450035
EXP-0858,2021-04,2021-04-15,Lab-Epsilon,Niobium-Titanium,1470.1562941171956,75.23447695057642,5.888011030442549,84.88219515998583
EXP-0319,2021-04,2021-04-17,Lab-Gamma,Bismuth-Strontium,441.43104957613093,76.01410052210417,0.14179910691035458,71.81479207622968
EXP-1101,2021-04,2021-04-18,Lab-Alpha,Niobium-Titanium,1341.3690095222228,66.92654954207026,5.192127659896505,78.15955928980158
EXP-0595,2021-04,2021-04-18,Lab-Delta,Carbon Nanotubes,774.0975378609289,62.52564340482053,4.624318554566023,71.82254907772045
EXP-2103,2021-04,2021-04-18,Lab-Beta,Niobium-Titanium,1490.1735166275562,78.80587893773024,9.994377058001374,82.54770382802951
EXP-1452,2021-04,2021-04-19,Lab-Epsilon,Gold-Coated Aerogel,1057.5653502719565,69.2823464597537,3.1459644290601743,76.54834522588808
EXP-0040,2021-04,2021-04-19,Lab-Delta,Quantum Flex,1684.689719388275,58.97851457888822,14.103679943466798,100.0
EXP-0809,2021-04,2021-04-20,Lab-Delta,Bismuth-Strontium,1060.726971614952,59.56425405756397,2.7557679641025574,80.39178041748946
EXP-0936,2021-04,2021-04-20,Lab-Beta,Graphene-YBCO,1445.6304892196367,58.0043010061303,7.441467191557519,93.83773282907002
EXP-1486,2021-04,2021-04-20,Lab-Beta,Niobium-Titanium,1053.4048079687736,99.24993370625977,3.373265369572943,59.70517474081413
EXP-0425,2021-04,2021-04-21,Lab-Epsilon,Bismuth-Strontium,682.9389903363,66.36534499019538,2.488073436014211,67.947642037792
EXP-1861,2021-04,2021-04-21,Lab-Gamma,Quantum Flex,1371.645386051645,78.37404016552432,13.119289879326562,95.94155237909713
EXP-1329,2021-04,2021-04-22,Lab-Epsilon,Niobium-Titanium,400.7037539821846,59.16467416480224,1.5287157443918067,84.23215554936583
EXP-2409,2021-04,2021-04-22,Lab-Epsilon,Graphene-YBCO,677.7561257375288,82.88499139985561,2.2788230347721568,74.04786669360405
EXP-1725,2021-04,2021-04-26,Lab-Epsilon,Carbon Nanotubes,762.1124508331525,79.80503352421118,6.068850649421364,70.95314081651603
EXP-2091,2021-04,2021-04-28,Lab-Alpha,Carbon Nanotubes,1406.80675903022,69.01068349717158,10.853658813808636,91.23176851720481
EXP-2495,2021-04,2021-04-29,Lab-Gamma,Niobium-Titanium,1190.9759834665863,73.9127221286243,3.6496785741903017,82.54324208760978
EXP-1127,2021-04,2021-04-29,Lab-Delta,Niobium-Titanium,1222.8754468767459,47.07918623812098,7.083315904816382,100.0
EXP-0188,2021-04,2021-04-29,Lab-Delta,Carbon Nanotubes,1140.9921741527776,88.53490968075616,8.28131443513027,72.88572176993702
EXP-0960,2021-05,2021-05-02,Lab-Alpha,Carbon Nanotubes,1405.4716700099475,83.65542723797357,8.15633642282571,78.31056010812412
EXP-0564,2021-05,2021-05-02,Lab-Gamma,Gold-Coated Aerogel,1106.7494977494973,86.43822630210613,2.2183653894171957,56.31965020017739
EXP-1781,2021-05,2021-05-03,Lab-Delta,Carbon Nanotubes,1308.4876515592985,71.39996854136633,7.023280066901958,82.20399235831275
EXP-0312,2021-05,2021-05-03,Lab-Gamma,Graphene-YBCO,1171.713409687967,34.98965712098544,13.083225145785917,100.0
EXP-0463,2021-05,2021-05-04,Lab-Beta,Carbon Nanotubes,806.2401496527268,85.13627411519896,3.8351495228017707,77.34157877298941
EXP-1566,2021-05,2021-05-05,Lab-Beta,Graphene-YBCO,1596.128611612933,94.18905788370826,10.471161425338579,78.44006298678742
EXP-0759,2021-05,2021-05-06,Lab-Gamma,Gold-Coated Aerogel,1246.1953132558335,82.925869600757,5.609922118410289,71.96470089603068
EXP-2178,2021-05,2021-05-06,Lab-Epsilon,Graphene-YBCO,1183.3176575658397,64.94720552834289,9.859673564525883,94.8935176160408
EXP-0120,2021-05,2021-05-07,Lab-Delta,Quantum Flex,1020.8809794309321,78.50776314192679,4.24819337550407,71.85072174068489
EXP-1840,2021-05,2021-05-07,Lab-Alpha,Graphene-YBCO,1631.1484223309894,39.119746413617726,12.28118892418031,100.0
EXP-1637,2021-05,2021-05-08,Lab-Epsilon,Niobium-Titanium,1333.1997924931463,60.44951854036704,5.223745391759957,78.38846797151629
EXP-0434,2021-05,2021-05-11,Lab-Gamma,Bismuth-Strontium,1288.3667232575574,86.23771953133762,6.498631531599328,72.58406877623023
EXP-0625,2021-05,2021-05-11,Lab-Delta,Bismuth-Strontium,491.5211339380546,74.62646300783418,0.0,80.3119396919721
EXP-1831,2021-05,2021-05-11,Lab-Epsilon,Bismuth-Strontium,1028.3816208535013,70.50719233592211,1.2503152386065213,74.02933827359654
EXP-0651,2021-05,2021-05-13,Lab-Gamma,Carbon Nanotubes,1168.9676833589947,68.02654231729908,7.31208821325434,73.78128247767361
EXP-0782,2021-05,2021-05-14,Lab-Delta,Gold-Coated Aerogel,1178.21961503165,71.95678622457613,4.847990398512505,81.8644756531019
EXP-2217,2021-05,2021-05-15,Lab-Beta,Quantum Flex,1681.1716917128158,52.19880091732569,17.19314829050589,100.0
EXP-0885,2021-05,2021-05-16,Lab-Delta,Quantum Flex,1070.8454381685574,84.30535450940282,7.258731171549597,88.93619870115766
EXP-1518,2021-05,2021-05-16,Lab-Beta,Niobium-Titanium,1512.1807628683277,68.1789639989791,8.313883077948276,87.71095265954939
EXP-1312,2021-05,2021-05-17,Lab-Gamma,Graphene-YBCO,1374.6118671250244,77.49980561397764,9.70045623177723,84.59870966333138
EXP-0151,2021-05,2021-05-17,Lab-Epsilon,Gold-Coated Aerogel,1225.0704200647913,55.45909369943755,6.066033392381129,90.2898530733708
EXP-0168,2021-05,2021-05-17,Lab-Alpha,Quantum Flex,1127.1702119632293,68.18453857482683,10.733070627243483,86.94145726363575
EXP-2426,2021-05,2021-05-18,Lab-Alpha,Niobium-Titanium,720.100513198757,61.523186089262516,4.386907198076538,85.38698989589315
EXP-1207,2021-05,2021-05-18,Lab-Gamma,Carbon Nanotubes,623.1134104527782,74.10859000722735,1.6934119294548713,85.1272518690932
EXP-0818,2021-05,2021-05-19,Lab-Gamma,Gold-Coated Aerogel,1450.1192768931965,91.96020395203382,2.5906446682415565,77.44736569102415
EXP-1930,2021-05,2021-05-20,Lab-Alpha,Carbon Nanotubes,758.7813603546995,93.76877897156042,2.2996171449530523,64.55505953156896
EXP-0078,2021-05,2021-05-23,Lab-Beta,Bismuth-Strontium,1731.356218164725,69.41848562813988,11.158593128983519,84.25681483128707
EXP-0362,2021-05,2021-05-24,Lab-Gamma,Quantum Flex,1153.1141705051473,61.2212917304786,10.8571705699474,94.68804869415986
EXP-0042,2021-05,2021-05-25,Lab-Epsilon,Graphene-YBCO,1871.4303812696353,55.191253081735624,15.557404355744033,96.01664882954034
EXP-2486,2021-05,2021-05-25,Lab-Alpha,Niobium-Titanium,1121.0738635355042,85.36219559700424,4.8790267003200825,74.64287004259758
EXP-0931,2021-05,2021-05-25,Lab-Alpha,Graphene-YBCO,833.7045318477913,57.00818424648757,9.158257972015477,90.19618675848288
EXP-0784,2021-05,2021-05-25,Lab-Gamma,Carbon Nanotubes,1899.0219630493052,59.35038663449113,16.323516942817598,100.0
EXP-0486,2021-05,2021-05-26,Lab-Epsilon,Bismuth-Strontium,848.3347937514673,55.65939069273331,4.568985916309246,81.6930885379345
EXP-2463,2021-05,2021-05-27,Lab-Epsilon,Graphene-YBCO,1317.9943071556575,75.30715277159437,7.472662338609775,74.8565816555253
EXP-1271,2021-05,2021-05-27,Lab-Epsilon,Quantum Flex,925.2874264593754,84.51338853540008,6.937250388318654,71.29791208490896
EXP-0556,2021-05,2021-05-27,Lab-Epsilon,Bismuth-Strontium,1101.4512566346586,56.801766918257776,7.846700934052446,84.67138358039013
EXP-1590,2021-05,2021-05-28,Lab-Epsilon,Graphene-YBCO,1542.0807865855647,41.070063711164934,12.189004096205878,100.0
EXP-2312,2021-05,2021-05-29,Lab-Delta,Bismuth-Strontium,1219.689551219227,87.34534775786176,6.018740516899581,77.07166509741798
EXP-1179,2021-05,2021-05-30,Lab-Gamma,Carbon Nanotubes,1241.4239768957698,89.14905757120047,7.656327897095218,86.02185088414853
EXP-0619,2021-05,2021-05-30,Lab-Beta,Bismuth-Strontium,1070.5963121665454,80.02510088078935,6.899399518316239,78.47273941025556
EXP-2133,2021-05,2021-05-30,Lab-Alpha,Quantum Flex,200.0,65.26856797037995,1.011128406710296,71.48372509369833
EXP-2367,2021-05,2021-05-30,Lab-Gamma,Quantum Flex,1439.447549565758,86.00202994903934,10.814705251640122,83.08195887649998
EXP-1346,2021-05,2021-05-31,Lab-Alpha,Graphene-YBCO,1427.7463674375094,80.67496129111561,8.290564282804027,85.24114163516867
EXP-0428,2021-06,2021-06-01,Lab-Epsilon,Gold-Coated Aerogel,1576.801166774626,35.6210398489159,7.112664880607939,92.56264854834444
EXP-0935,2021-06,2021-06-01,Lab-Epsilon,Quantum Flex,464.72820023821623,92.50390270432025,1.9176371464512942,71.00619229519938
EXP-2188,2021-06,2021-06-03,Lab-Beta,Niobium-Titanium,478.4128402341986,63.92554508031113,1.4578417309525722,71.54658477534954
EXP-1975,2021-06,2021-06-04,Lab-Beta,Gold-Coated Aerogel,1244.968981979286,62.61821905462725,5.829613863439913,82.22248562246494
EXP-1628,2021-06,2021-06-04,Lab-Delta,Bismuth-Strontium,2023.3967819291556,66.1690753494075,14.019970309054965,91.5331476388934
EXP-0125,2021-06,2021-06-04,Lab-Delta,Quantum Flex,1677.664073009783,75.6438978408578,13.969118115480102,96.87657809296637
EXP-2211,2021-06,2021-06-04,Lab-Alpha,Bismuth-Strontium,1146.819460716122,46.81083727158937,5.029320971701017,83.7183664129345
EXP-0606,2021-06,2021-06-05,Lab-Alpha,Bismuth-Strontium,1705.5044647607124,53.73113376595611,9.530751468301801,91.28859240021104
EXP-1751,2021-06,2021-06-07,Lab-Alpha,Gold-Coated Aerogel,1320.8307395086406,65.8767824388735,5.728221764157533,81.87498589963653
EXP-1068,2021-06,2021-06-07,Lab-Beta,Gold-Coated Aerogel,1495.85045760195,62.272745790312925,7.0315876184541874,86.04558825256802
EXP-2097,2021-06,2021-06-07,Lab-Gamma,Niobium-Titanium,1382.2034780421736,76.86643355285919,6.518599522066706,86.35832554064974
EXP-0477,2021-06,2021-06-08,Lab-Delta,Bismuth-Strontium,1138.5954144827213,52.379176281863664,7.117336020279733,94.22514718489654
EXP-0196,2021-06,2021-06-08,Lab-Epsilon,Carbon Nanotubes,1639.3316802776192,75.74877688709296,7.09369516804043,72.95288370231135
EXP-2413,2021-06,2021-06-09,Lab-Alpha,Niobium-Titanium,1198.3564983160313,91.10740359357857,6.025015939068588,75.76858813176253
EXP-1627,2021-06,2021-06-09,Lab-Beta,Bismuth-Strontium,963.1256152144748,77.80934147752838,5.404637792280653,71.06875858395455
EXP-1100,2021-06,2021-06-09,Lab-Epsilon,Carbon Nanotubes,1112.062518488327,66.93099771968183,6.487456085431939,79.66780475166689
EXP-1108,2021-06,2021-06-09,Lab-Epsilon,Quantum Flex,1305.8261050137442,44.81299216728076,9.846846140146749,91.31028601540356
EXP-2203,2021-06,2021-06-10,Lab-Beta,Niobium-Titanium,1584.1508594952625,93.328617094183,5.0138055009736355,69.09297340913402
EXP-2399,2021-06,2021-06-13,Lab-Beta,Gold-Coated Aerogel,1591.5043526029363,69.15604429560926,4.900075450236086,91.57040111235435
EXP-1226,2021-06,2021-06-15,Lab-Alpha,Graphene-YBCO,2223.0923677075975,47.422454892466,16.68575045200378,100.0
EXP-2371,2021-06,2021-06-15,Lab-Epsilon,Gold-Coated Aerogel,663.7508563688444,86.23278956746495,0.4402355890845264,58.973141824387156
EXP-1062,2021-06,2021-06-17,Lab-Gamma,Bismuth-Strontium,884.6455544523974,57.82816413944925,6.777168201862066,95.04280393535932
EXP-2043,2021-06,2021-06-18,Lab-Alpha,Gold-Coated Aerogel,1923.544551157178,54.1255364818667,6.392958266693002,86.67850235533037
EXP-1447,2021-06,2021-06-20,Lab-Delta,Quantum Flex,880.459079574968,75.92040952675185,4.943649731078065,73.4174519200634
EXP-1137,2021-06,2021-06-20,Lab-Gamma,Graphene-YBCO,788.5900057283311,50.32101767673882,6.4503950768643605,86.45206891347812
EXP-0474,2021-06,2021-06-21,Lab-Epsilon,Gold-Coated Aerogel,1062.4839450238962,59.87293743159703,2.8096181375236804,80.80343004116183
EXP-0879,2021-06,2021-06-23,Lab-Gamma,Bismuth-Strontium,1200.895500369721,67.64271630836686,8.156409597193687,87.09387414508545
EXP-0194,2021-06,2021-06-24,Lab-Epsilon,Gold-Coated Aerogel,360.05070711238125,61.92379683251603,0.0,77.68847951828619
EXP-1011,2021-06,2021-06-25,Lab-Delta,Gold-Coated Aerogel,1616.7016916079049,62.17147937969244,6.954513912880779,83.44706045361008
EXP-1191,2021-06,2021-06-26,Lab-Delta,Niobium-Titanium,575.7572051868285,88.89977851693328,1.5641835428456945,65.49772724533346
EXP-1848,2021-06,2021-06-29,Lab-Delta,Gold-Coated Aerogel,769.6005296860833,61.276803815692745,4.2828976144653055,83.12584900482003
EXP-1027,2021-06,2021-06-29,Lab-Gamma,Bismuth-Strontium,1721.225992132977,74.24962334782973,8.252200494633696,69.62548638870524
EXP-1071,2021-06,2021-06-29,Lab-Beta,Graphene-YBCO,1537.545532871345,66.4885294268956,10.626392386019736,82.57857181825075
EXP-0417,2021-06,2021-06-30,Lab-Alpha,Graphene-YBCO,752.2906739010033,62.4368593812722,7.3435084104979165,85.23842331315622
EXP-1194,2021-07,2021-07-01,Lab-Delta,Niobium-Titanium,810.1052036879323,62.679288990238184,4.744211598281599,79.83376347461633
EXP-2344,2021-07,2021-07-02,Lab-Alpha,Bismuth-Strontium,505.8790213582754,67.51644074077058,3.8469967555400686,70.34060209663001
EXP-1379,2021-07,2021-07-03,Lab-Gamma,Gold-Coated Aerogel,1548.364819379764,61.90521734753983,5.096599187608664,76.87565506198112
EXP-1334,2021-07,2021-07-03,Lab-Delta,Gold-Coated Aerogel,933.4266512356971,57.253433251140265,2.404971233144571,79.44549599687349
EXP-0598,2021-07,2021-07-04,Lab-Alpha,Bismuth-Strontium,1039.9436632856703,57.73241203507969,5.471972226371012,78.92765141502642
EXP-0315,2021-07,2021-07-04,Lab-Gamma,Carbon Nanotubes,1523.1826196637767,79.23664738207133,11.20257847209637,85.86563644441831
EXP-1629,2021-07,2021-07-05,Lab-Alpha,Carbon Nanotubes,543.7462238859523,63.364372142016954,5.913544996294542,92.27625218499931
EXP-2420,2021-07,2021-07-06,Lab-Alpha,Gold-Coated Aerogel,1249.2880963968428,75.62238011618958,4.1265011472144435,73.5098129607094
EXP-2291,2021-07,2021-07-06,Lab-Delta,Niobium-Titanium,554.438791952367,83.1137171622562,1.7178671960251513,74.54743173715693
EXP-1322,2021-07,2021-07-07,Lab-Gamma,Gold-Coated Aerogel,1302.8553863232382,85.99697627984901,5.454977494897925,75.89797069033585
EXP-2039,2021-07,2021-07-10,Lab-Beta,Quantum Flex,1156.4632381503432,66.10054949470984,11.022533640311327,85.1668740997629
EXP-0203,2021-07,2021-07-10,Lab-Alpha,Quantum Flex,1221.7405914188066,82.26633264359788,10.83281348438069,80.31213383908333
EXP-2027,2021-07,2021-07-10,Lab-Delta,Carbon Nanotubes,1856.4127336400109,92.65886225880158,13.157505706278005,82.7691377112408
EXP-1229,2021-07,2021-07-12,Lab-Delta,Bismuth-Strontium,1653.429316315608,66.4210869350315,10.37484442840252,88.18174194264392
EXP-0562,2021-07,2021-07-13,Lab-Beta,Graphene-YBCO,784.3653428282498,83.66809447124173,6.345112795624873,74.16675830786102
EXP-1490,2021-07,2021-07-14,Lab-Epsilon,Niobium-Titanium,1395.6216533481447,67.54989323325427,7.0171802511412205,84.41722581106094
EXP-0399,2021-07,2021-07-16,Lab-Delta,Quantum Flex,1531.685576330502,14.550671414659938,15.603718271330026,100.0
EXP-0051,2021-07,2021-07-16,Lab-Gamma,Graphene-YBCO,1667.7576294785033,63.061217919002495,12.040751028959011,97.27647163399729
EXP-0248,2021-07,2021-07-17,Lab-Alpha,Gold-Coated Aerogel,1707.0557504241835,72.3511950637887,3.742922593206567,76.61107294279233
EXP-0184,2021-07,2021-07-17,Lab-Alpha,Bismuth-Strontium,1531.7135653703547,42.42535997936429,8.347129664270234,89.77532407713329
EXP-1912,2021-07,2021-07-17,Lab-Epsilon,Gold-Coated Aerogel,1420.4639097692586,75.68762893776842,3.9581797190884673,82.37518763940456
EXP-0070,2021-07,2021-07-18,Lab-Epsilon,Gold-Coated Aerogel,550.8267989275048,55.42928084418901,1.2765072737527963,81.71515796767807
EXP-0088,2021-07,2021-07-19,Lab-Beta,Niobium-Titanium,800.8178851907312,63.24898698528887,4.27301128034686,75.61568799651303
EXP-0452,2021-07,2021-07-19,Lab-Epsilon,Carbon Nanotubes,1016.0342691457306,49.53484909833545,8.659145281981173,96.80864317506851
EXP-1431,2021-07,2021-07-20,Lab-Beta,Niobium-Titanium,1345.9848722609054,71.13792425372682,7.541974111386358,81.46710916396688
EXP-0738,2021-07,2021-07-22,Lab-Beta,Gold-Coated Aerogel,1075.7572340401707,71.94679664889286,2.8075805962761633,67.94335876967064
EXP-0453,2021-07,2021-07-23,Lab-Epsilon,Niobium-Titanium,1552.6339937554253,68.35040688874777,8.372342964902012,81.82192545703148
